MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS ,,
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),,
2013,MAZDA,MX-5,TWO-SEATER,2.0,4,M5,Z,10.5,8.5,9.6,29,221,,
2013,MAZDA,MX-5,TWO-SEATER,2.0,4,M6,Z,11.1,8.5,9.9,29,228,,
2013,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AS7,Z,9.2,6.6,8.0,35,184,,
2013,MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS7,Z,10.9,7.4,9.3,30,214,,
2013,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,11.0,7.4,9.4,30,216,,
2013,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,Z,11.9,8.7,10.5,27,242,,
2013,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,E,16.5,11.8,14.4,20,230,,
2013,MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS7,Z,12.0,8.6,10.5,27,242,,
2013,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27,239,,
2013,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242,,
2013,MERCEDES-BENZ,C 350 COUPE 4MATIC,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.7,10.6,27,244,,
2013,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.6,11.9,15.0,19,345,,
2013,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.6,11.9,15.0,19,345,,
2013,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304,,
2013,MERCEDES-BENZ,CL 600,COMPACT,5.5,12,AS5,Z,20.0,13.1,16.9,17,389,,
2013,MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8,AS7,Z,15.4,11.0,13.4,21,308,,
2013,MERCEDES-BENZ,CL 65 AMG,COMPACT,6.0,12,AS5,Z,19.3,12.8,16.3,17,375,,
2013,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,14.3,9.7,12.2,23,281,,
2013,MERCEDES-BENZ,CLS 63 AMG,COMPACT,5.5,8,AS7,Z,15.2,10.2,12.9,22,297,,
2013,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,12.6,8.3,10.7,26,246,,
2013,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,12.5,8.2,10.5,27,242,,
2013,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.5,8.6,10.7,26,246,,
2013,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,E,16.6,11.5,14.3,20,229,,
2013,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.7,8.7,10.9,26,251,,
2013,MERCEDES-BENZ,E 350 BLUETEC,MID-SIZE,3.0,6,AS7,D,10.8,7.1,9.1,31,246,,
2013,MERCEDES-BENZ,E 350 CABRIOLET FFV,SUBCOMPACT,3.5,6,AS7,Z,12.2,8.5,10.5,27,242,,
2013,MERCEDES-BENZ,E 350 CABRIOLET FFV,SUBCOMPACT,3.5,6,AS7,E,17.6,12.2,15.2,19,243,,
2013,MERCEDES-BENZ,E 350 COUPE FFV,SUBCOMPACT,3.5,6,AS7,Z,12.0,8.3,10.4,27,239,,
2013,MERCEDES-BENZ,E 350 COUPE FFV,SUBCOMPACT,3.5,6,AS7,E,16.0,11.1,13.8,20,221,,
2013,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6,AS7,Z,9.6,7.9,8.8,32,202,,
2013,MERCEDES-BENZ,E 550 4MATIC,SUBCOMPACT,4.7,8,AS7,Z,14.5,9.5,12.2,23,281,,
2013,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,269,,
2013,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.5,8.9,11.4,25,262,,
2013,MERCEDES-BENZ,E 63 AMG,MID-SIZE,5.5,8,AS7,Z,15.2,10.4,13.0,22,299,,
2013,MERCEDES-BENZ,E 63 AMG WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.4,10.6,13.3,21,306,,
2013,MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,20.0,15.9,18.1,16,416,,
2013,MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,19.4,15.7,17.7,16,407,,
2013,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,12.3,9.0,10.9,26,294,,
2013,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.4,13.0,15.5,18,357,,
2013,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.4,13.1,15.5,18,357,,
2013,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,17.7,13.4,15.7,18,361,,
2013,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,12.6,9.6,11.2,25,258,,
2013,MERCEDES-BENZ,ML 350 4MATIC,SUV - STANDARD,3.5,6,AS7,Z,13.2,10.4,11.9,24,274,,
2013,MERCEDES-BENZ,ML 350 4MATIC,SUV - STANDARD,3.5,6,AS7,E,17.7,13.8,15.9,18,254,,
2013,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,11.8,8.5,10.3,27,278,,
2013,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,327,,
2013,MERCEDES-BENZ,ML 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,17.2,13.5,15.5,18,357,,
2013,MERCEDES-BENZ,R 350 4MATIC,SUV - STANDARD,3.5,6,AS7,Z,15.1,11.3,13.4,21,308,,
2013,MERCEDES-BENZ,R 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.2,9.7,11.6,24,313,,
2013,MERCEDES-BENZ,S 350 BLUETEC 4MATIC,FULL-SIZE,3.0,6,AS7,D,11.6,7.5,9.8,29,265,,
2013,MERCEDES-BENZ,S 400 HYBRID,FULL-SIZE,3.5,6,AS7,Z,12.6,9.1,11.0,26,253,,
2013,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,15.4,10.4,13.2,21,304,,
2013,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS7,Z,15.4,10.3,13.1,22,301,,
2013,MERCEDES-BENZ,S 600,FULL-SIZE,5.5,12,AS5,Z,20.3,13.1,17.1,17,393,,
2013,MERCEDES-BENZ,S 63 AMG,FULL-SIZE,5.5,8,AS7,Z,15.4,10.7,13.3,21,306,,
2013,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6.0,12,AS5,Z,19.3,12.6,16.2,17,373,,
2013,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Z,13.4,9.6,11.7,24,269,,
2013,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.8,10.2,12.7,22,292,,
2013,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS7,Z,10.3,7.2,8.9,32,205,,
2013,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4,7.3,9.0,31,207,,
2013,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.7,29,223,,
2013,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,12.3,8.7,10.7,26,246,,
2013,MERCEDES-BENZ,SLS AMG COUPE,TWO-SEATER,6.2,8,AS7,Z,18.1,12.6,15.6,18,359,,
2013,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18.1,12.6,15.6,18,359,,
2013,MINI,COOPER,MINICOMPACT,1.6,4,A6,Z,8.5,6.5,7.6,37,175,,
2013,MINI,COOPER,MINICOMPACT,1.6,4,M6,Z,8.0,6.3,7.2,39,166,,
2013,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.8,6.7,7.9,36,182,,
2013,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179,,
2013,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.8,6.7,7.9,36,182,,
2013,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179,,
2013,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200,,
2013,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179,,
2013,MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,6.5,7.6,37,175,,
2013,MINI,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,8.0,6.3,7.2,39,166,,
2013,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.8,6.7,7.9,36,182,,
2013,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6,6.8,7.8,36,179,,
2013,MINI,COOPER S,MINICOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,COOPER S,MINICOMPACT,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,COOPER S COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.3,8.4,34,193,,
2013,MINI,COOPER S COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.9,7.3,8.2,34,189,,
2013,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207,,
2013,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,198,,
2013,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,JOHN COOPER WORKS,MINICOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,JOHN COOPER WORKS,MINICOMPACT,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207,,
2013,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,198,,
2013,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.2,7.0,8.2,34,189,,
2013,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.9,6.7,8.0,35,184,,
2013,MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,9.2,7.0,8.2,34,189,,
2013,MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.6,6.8,8.4,34,193,,
2013,MITSUBISHI,LANCER AWD,COMPACT,2.0,4,AM6,Z,13.4,9.4,11.6,24,267,,
2013,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30,219,,
2013,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,AM6,Z,14.2,10.5,12.5,23,288,,
2013,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,M5,Z,14.0,10.3,12.4,23,285,,
2013,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.6,7.3,8.6,33,198,,
2013,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.8,7.1,8.6,33,198,,
2013,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,216,,
2013,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,10.4,8.3,9.5,30,219,,
2013,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,12.3,9.4,11.0,26,253,,
2013,MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.4,7.3,8.4,34,193,,
2013,MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,9.9,7.6,8.9,32,205,,
2013,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,9.8,8.0,9.0,31,207,,
2013,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,13.0,9.3,11.3,25,260,,
2013,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.4,11.5,25,265,,
2013,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.1,9.5,11.5,25,265,,
2013,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.4,9.6,11.7,24,269,,
2013,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.6,6.0,7.5,38,173,,
2013,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.6,7.6,9.3,30,214,,
2013,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4,AV,X,10.2,7.4,9.0,31,207,,
2013,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.9,12.8,22,294,,
2013,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35,186,,
2013,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,7.6,8.7,32,200,,
2013,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,7.9,8.6,33,198,,
2013,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,26,251,,
2013,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,10.3,8.3,9.4,30,216,,
2013,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,11.0,9.1,10.1,28,232,,
2013,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232,,
2013,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,8.6,10.7,26,246,,
2013,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,8.5,10.3,27,237,,
2013,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.3,8.6,10.6,27,244,,
2013,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12.0,8.7,10.5,27,242,,
2013,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.7,8.9,11.0,26,253,,
2013,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7,26,246,,
2013,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.8,8.9,11.0,26,253,,
2013,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9.0,11.0,26,253,,
2013,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.0,9.1,11.3,25,260,,
2013,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232,,
2013,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,246,,
2013,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27,244,,
2013,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,8.6,10.8,26,248,,
2013,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.5,8.7,10.8,26,248,,
2013,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.7,8.8,10.9,26,251,,
2013,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,14.3,9.6,12.2,23,281,,
2013,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,M6,Z,14.3,9.8,12.3,23,283,,
2013,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,14.8,9.7,12.5,23,288,,
2013,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,M6,Z,14.7,9.9,12.5,23,288,,
2013,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,14.3,9.6,12.2,23,281,,
2013,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,14.8,9.7,12.5,23,288,,
2013,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.8,7.4,9.3,30,214,,
2013,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,8.0,9.9,29,228,,
2013,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225,,
2013,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239,,
2013,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,14.0,10.1,12.2,23,281,,
2013,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.7,11.0,13.6,21,313,,
2013,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,3.0,6,A8,D,12.2,8.0,10.3,27,278,,
2013,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,15.9,11.3,13.8,20,317,,
2013,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15.0,10.4,12.9,22,297,,
2013,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3.0,6,A8,Z,11.8,9.9,11.0,26,253,,
2013,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.0,11.0,13.7,21,315,,
2013,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,13.1,8.8,11.2,25,258,,
2013,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.3,9.0,11.4,25,262,,
2013,PORSCHE,PANAMERA 4S,FULL-SIZE,4.8,8,AM7,Z,14.5,9.8,12.4,23,285,,
2013,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,14.9,10.1,12.7,22,292,,
2013,PORSCHE,PANAMERA S,FULL-SIZE,4.8,8,AM7,Z,14.5,9.8,12.4,23,285,,
2013,PORSCHE,PANAMERA S HYBRID,FULL-SIZE,3.0,6,A8,Z,9.9,8.1,9.1,31,209,,
2013,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.7,10.2,13.2,21,304,,
2013,PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AM7,Z,15.7,10.2,13.2,21,304,,
2013,RAM,1500 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19,340,,
2013,RAM,1500 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,313,,
2013,RAM,1500 4X4 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,12.7,15.4,18,354,,
2013,RAM,1500 4X4 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.4,14.0,20,322,,
2013,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.8,9.5,11.9,24,274,,
2013,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,18.7,13.3,16.3,17,261,,
2013,RAM,1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A6,X,16.7,12.0,14.6,19,336,,
2013,RAM,1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A6,E,24.1,18.9,21.8,13,349,,
2013,RAM,1500 FFV 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.5,23,288,,
2013,RAM,1500 FFV 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.4,14.5,17.8,16,285,,
2013,RAM,1500 FFV 4X4,PICKUP TRUCK - STANDARD,4.7,8,A6,X,17.0,12.3,14.9,19,343,,
2013,RAM,1500 FFV 4X4,PICKUP TRUCK - STANDARD,4.7,8,A6,E,24.1,18.9,21.8,13,349,,
2013,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.2,25,258,,
2013,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,271,,
2013,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,19.1,13.1,16.4,17,262,,
2013,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.1,18,370,,
2013,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.1,18,370,,
2013,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A6,Z,20.7,12.7,17.1,17,393,,
2013,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A6,Z,20.7,12.7,17.1,17,393,,
2013,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A6,Z,20.7,12.8,17.2,16,396,,
2013,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A6,Z,20.7,12.8,17.2,16,396,,
2013,SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,193,,
2013,SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,11.0,7.9,9.6,29,221,,
2013,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,46,143,,
2013,SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.5,9.0,31,207,,
2013,SCION,tC,COMPACT,2.5,4,M6,X,10.4,7.6,9.2,31,212,,
2013,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.6,9.8,29,225,,
2013,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.9,8.6,9.8,29,225,,
2013,SCION,xD,SUBCOMPACT,1.8,4,A4,X,8.8,7.1,8.0,35,184,,
2013,SCION,xD,SUBCOMPACT,1.8,4,M5,X,8.6,7.1,7.9,36,182,,
2013,SMART,FORTWO CABRIOLET,TWO-SEATER,1.0,3,AM5,Z,6.9,5.7,6.4,44,147,,
2013,SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AM5,Z,6.9,5.7,6.4,44,147,,
2013,SRT,VIPER,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,17,389,,
2013,SRT,VIPER GTS,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,17,389,,
2013,SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.6,7.1,8.5,33,196,,
2013,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.0,7.9,9.6,29,221,,
2013,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AS4,Z,12.5,9.9,11.3,25,260,,
2013,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AS4,X,11.3,8.9,10.2,28,235,,
2013,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M5,X,11.3,8.8,10.2,28,235,,
2013,SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV,X,8.7,6.6,7.8,36,179,,
2013,SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.6,7.1,8.5,33,196,,
2013,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M5,Z,12.6,9.5,11.2,25,258,,
2013,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,23,288,,
2013,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV,X,8.7,6.6,7.8,36,179,,
2013,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,9.6,7.1,8.5,33,196,,
2013,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,Z,12.6,9.5,11.2,25,258,,
2013,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,10.4,12.5,23,288,,
2013,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,7.2,8.6,33,198,,
2013,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,11.2,8.3,9.9,29,228,,
2013,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,13.3,9.7,11.7,24,269,,
2013,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,9.9,7.8,8.9,32,205,,
2013,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.2,8.3,9.9,29,228,,
2013,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AS5,X,13.3,9.7,11.7,24,269,,
2013,SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,14.7,11.1,13.1,22,301,,
2013,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV,X,9.5,7.2,8.4,34,193,,
2013,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.2,8.0,9.2,31,212,,
