MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2009,CHEVROLET,HHR TURBO,SUV,2,4,M5,Z,11.2,8.1,9.8,29,225
2009,CHEVROLET,IMPALA,FULL-SIZE,5.3,8,A4,Z,14.5,9.6,12.3,23,283
2009,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,X,12.2,8,10.3,27,237
2009,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,E,16.5,10.7,13.9,20,222
2009,CHEVROLET,IMPALA FFV,FULL-SIZE,3.9,6,A4,X,13.5,8.8,11.4,25,262
2009,CHEVROLET,IMPALA FFV,FULL-SIZE,3.9,6,A4,E,18.1,11.9,15.3,18,245
2009,CHEVROLET,MALIBU,MID-SIZE,2.4,4,A4,X,10.9,7.8,9.5,30,219
2009,CHEVROLET,MALIBU,MID-SIZE,2.4,4,AS6,X,10.8,7.1,9.1,31,209
2009,CHEVROLET,MALIBU,MID-SIZE,3.6,6,AS6,X,13.7,9.3,11.7,24,269
2009,CHEVROLET,MALIBU FFV,MID-SIZE,3.5,6,A4,X,12.2,8,10.3,27,237
2009,CHEVROLET,MALIBU FFV,MID-SIZE,3.5,6,A4,E,16.5,10.7,13.9,20,222
2009,CHEVROLET,MALIBU HYBRID,MID-SIZE,2.4,4,A4,X,9.2,7,8.2,34,189
